verb,tam,modal,transitivity,polarity,complementizer,count
value,present,none,intransitive,positive,that,93
vanish,modal,will,intransitive,negative,that,1
vanish,perfect,none,intransitive,negative,that,1
vary,infinitival,none,intransitive,positive,whether,1
vary,past,none,intransitive,positive,that,8
vary,perfect,none,intransitive,positive,whether,1
vary,present,none,intransitive,negative,that,1
vary,present,none,intransitive,positive,whether,2
veil,present,none,intransitive,positive,that,12
vent,present,none,intransitive,positive,that,16
venture,infinitival,none,intransitive,positive,that,8
venture,modal,have,intransitive,positive,that,11
venture,modal,would,intransitive,positive,that,40
venture,past,none,intransitive,positive,that,24
venture,perfect,none,intransitive,positive,that,4
venture,present,none,intransitive,positive,that,59
venture,progressive,none,intransitive,positive,that,1
verbalize,infinitival,none,intransitive,positive,that,3
verbalize,perfect,none,intransitive,negative,that,1
verify,infinitival,none,intransitive,positive,that,579
verify,infinitival,none,intransitive,positive,whether,89
verify,modal,can,intransitive,negative,that,11
verify,modal,can,intransitive,negative,whether,6
verify,modal,can,intransitive,positive,that,80
verify,modal,can,intransitive,positive,whether,4
verify,modal,could,intransitive,negative,that,6
verify,modal,could,intransitive,negative,whether,1
verify,modal,could,intransitive,positive,that,16
verify,modal,could,intransitive,positive,whether,3
verify,modal,must,intransitive,positive,that,9
verify,modal,need,intransitive,negative,whether,1
verify,modal,should,intransitive,positive,whether,1
verify,modal,will,intransitive,negative,that,3
verify,modal,will,intransitive,positive,that,21
verify,modal,would,intransitive,positive,whether,1
verify,past,none,intransitive,negative,that,2
verify,past,none,intransitive,positive,that,188
verify,perfect,none,intransitive,negative,that,2
verify,perfect,none,intransitive,negative,whether,1
verify,perfect,none,intransitive,positive,that,58
verify,present,none,intransitive,negative,that,2
verify,present,none,intransitive,positive,that,280
verify,present,none,intransitive,positive,whether,9
verify,progressive,none,intransitive,positive,that,7
verify,progressive,none,intransitive,positive,whether,2
vet,infinitival,none,intransitive,positive,whether,2
vet,present,none,intransitive,positive,whether,1
veto,infinitival,none,intransitive,positive,that,4
veto,past,none,intransitive,positive,that,8
veto,perfect,none,transitive,positive,that,1
vex,present,none,intransitive,positive,whether,1
victimize,progressive,none,intransitive,positive,that,1
video,present,none,intransitive,positive,that,17
video,present,none,intransitive,positive,whether,1
videotape,present,none,intransitive,positive,that,24
videotape,progressive,none,intransitive,positive,that,1
view,infinitival,none,intransitive,positive,that,12
view,modal,would,intransitive,negative,that,2
view,modal,would,intransitive,positive,that,14
view,past,none,intransitive,negative,that,4
view,past,none,intransitive,positive,that,32
view,perfect,none,intransitive,positive,that,4
view,present,none,intransitive,negative,that,21
view,present,none,intransitive,positive,that,199
view,present,none,transitive,positive,that,2
view,progressive,none,intransitive,positive,that,2
violate,infinitival,none,intransitive,positive,that,3
violate,past,none,intransitive,positive,that,18
violate,perfect,none,intransitive,positive,that,6
violate,present,none,intransitive,negative,that,3
violate,present,none,intransitive,positive,that,25
violate,progressive,none,intransitive,positive,that,1
visit,infinitival,none,intransitive,positive,that,25
visit,infinitival,none,intransitive,positive,whether,1
visit,past,none,intransitive,positive,that,23
visit,past,none,intransitive,positive,whether,1
visit,perfect,none,intransitive,negative,that,1
visit,perfect,none,intransitive,positive,that,9
visit,present,none,intransitive,positive,that,88
visit,present,none,intransitive,positive,whether,1
visit,progressive,none,intransitive,positive,that,4
visualize,infinitival,none,intransitive,positive,that,7
visualize,present,none,intransitive,positive,that,15
voice,infinitival,none,intransitive,positive,that,3
voice,past,none,intransitive,positive,that,13
voice,perfect,none,intransitive,positive,that,5
voice,present,none,intransitive,positive,that,71
voice,progressive,none,intransitive,positive,that,1
volunteer,infinitival,none,intransitive,positive,that,6
volunteer,modal,will,intransitive,negative,that,1
volunteer,past,none,intransitive,negative,that,3
volunteer,past,none,intransitive,positive,that,97
volunteer,perfect,none,intransitive,positive,that,3
volunteer,present,none,intransitive,negative,that,3
volunteer,present,none,intransitive,positive,that,18
volunteer,progressive,none,intransitive,positive,that,3
vote,infinitival,none,intransitive,positive,that,22
vote,infinitival,none,intransitive,positive,whether,11
vote,modal,should,intransitive,positive,whether,1
vote,modal,will,intransitive,positive,whether,6
vote,modal,would,intransitive,positive,whether,1
vote,past,none,intransitive,negative,that,3
vote,past,none,intransitive,negative,whether,1
vote,past,none,intransitive,positive,that,53
vote,past,none,intransitive,positive,whether,1
vote,perfect,none,intransitive,positive,that,4
vote,present,none,intransitive,positive,that,68
vote,present,none,intransitive,positive,whether,6
vote,progressive,none,intransitive,negative,whether,1
vote,progressive,none,intransitive,positive,that,6
vote,progressive,none,intransitive,positive,whether,3
vouch,modal,can,intransitive,negative,that,2
vouch,modal,can,intransitive,positive,that,24
vouch,progressive,none,intransitive,positive,that,1
vow,infinitival,none,intransitive,positive,that,9
vow,past,none,intransitive,positive,that,356
vow,perfect,none,intransitive,positive,that,81
vow,present,none,intransitive,positive,that,151
vow,progressive,none,intransitive,positive,that,4
wag,progressive,none,intransitive,positive,that,1
wage,progressive,none,intransitive,positive,that,1
wager,infinitival,none,intransitive,positive,that,45
wager,modal,have,intransitive,positive,that,72
wager,modal,will,intransitive,positive,that,44
wager,modal,would,intransitive,positive,that,54
wager,past,none,intransitive,positive,that,12
wager,perfect,none,intransitive,positive,that,8
wager,present,none,intransitive,positive,that,21
wager,progressive,none,intransitive,positive,that,10
wail,infinitival,none,intransitive,positive,that,3
wail,past,none,intransitive,positive,that,8
wail,progressive,none,intransitive,positive,that,1
wait,infinitival,none,intransitive,negative,that,3
wait,infinitival,none,intransitive,positive,that,103
wait,modal,can,intransitive,negative,that,98
wait,modal,can,intransitive,positive,that,32
wait,modal,could,intransitive,negative,that,9
wait,past,none,intransitive,negative,that,4
wait,past,none,intransitive,positive,that,10
wait,perfect,none,intransitive,negative,that,2
wait,perfect,none,intransitive,positive,that,7
wait,present,none,intransitive,negative,that,4
wait,present,none,intransitive,positive,that,67
wait,progressive,none,intransitive,negative,that,7
wait,progressive,none,intransitive,positive,that,10
waive,perfect,none,intransitive,positive,that,3
walk,infinitival,none,intransitive,positive,that,23
walk,modal,can,intransitive,negative,that,5
walk,past,none,intransitive,positive,that,22
walk,past,none,intransitive,positive,whether,1
walk,perfect,none,intransitive,positive,that,7
walk,present,none,intransitive,negative,that,3
walk,present,none,intransitive,positive,that,97
walk,progressive,none,intransitive,positive,that,3
wander,present,none,intransitive,positive,whether,1
wane,progressive,none,intransitive,positive,that,1
want,infinitival,none,intransitive,negative,that,1
want,infinitival,none,intransitive,positive,that,17
want,modal,have,intransitive,positive,that,9
want,modal,might,intransitive,negative,that,2
want,modal,will,intransitive,negative,that,2
want,modal,would,intransitive,negative,that,55
want,modal,would,intransitive,positive,that,28
want,modal,would,intransitive,positive,whether,1
want,past,none,intransitive,negative,that,80
want,past,none,intransitive,positive,that,517
want,past,none,intransitive,positive,whether,3
want,past,none,transitive,negative,that,1
want,past,none,transitive,positive,that,6
want,perfect,none,intransitive,positive,that,47
want,present,none,intransitive,negative,that,325
want,present,none,intransitive,positive,that,1562
want,present,none,intransitive,positive,whether,11
want,present,none,transitive,negative,that,4
want,present,none,transitive,positive,that,3
want,present,none,transitive,positive,whether,1
want,progressive,none,intransitive,positive,that,4
warm,present,none,intransitive,negative,that,1
warm,progressive,none,intransitive,positive,that,2
warn,infinitival,none,intransitive,positive,that,135
warn,infinitival,none,transitive,positive,that,107
warn,modal,must,transitive,positive,that,35
warn,modal,should,transitive,positive,that,5
warn,modal,would,transitive,positive,that,2
warn,past,none,intransitive,negative,that,2
warn,past,none,intransitive,positive,that,2505
warn,past,none,transitive,negative,that,1
warn,past,none,transitive,positive,that,310
warn,perfect,none,intransitive,positive,that,478
warn,perfect,none,intransitive,positive,whether,1
warn,perfect,none,transitive,negative,that,4
warn,perfect,none,transitive,positive,that,114
warn,present,none,intransitive,positive,that,1927
warn,present,none,transitive,negative,that,2
warn,present,none,transitive,positive,that,151
warn,progressive,none,intransitive,positive,that,206
warn,progressive,none,transitive,positive,that,25
warrant,infinitival,none,intransitive,positive,that,8
warrant,past,none,intransitive,negative,that,1
warrant,present,none,intransitive,negative,that,12
warrant,present,none,intransitive,positive,that,116
wash,infinitival,none,intransitive,positive,that,10
wash,past,none,intransitive,positive,that,10
wash,present,none,intransitive,negative,that,1
wash,present,none,intransitive,positive,that,45
waste,infinitival,none,intransitive,positive,that,4
waste,modal,would,intransitive,negative,that,2
waste,perfect,none,intransitive,negative,that,1
waste,perfect,none,intransitive,positive,that,2
waste,present,none,intransitive,negative,that,4
waste,present,none,intransitive,positive,that,90
waste,progressive,none,intransitive,positive,that,1
watch,infinitival,none,intransitive,negative,that,1
watch,infinitival,none,intransitive,positive,that,128
watch,infinitival,none,intransitive,positive,whether,8
watch,modal,can,intransitive,negative,that,6
